zip,latitude,longitude,city,state,population,area,density,time_zone
55753,47.3955,-93.0816,Keewatin,MN,904,0.6887,1312.61,America/Chicago
55933,43.6461,-92.6806,Elkton,MN,234,22.5870,10.36,America/Chicago
55960,44.1408,-92.5374,Oronoco,MN,3185,36.1687,88.06,America/Chicago
56080,44.0804,-93.8545,Saint Clair,MN,764,0.4449,1717.16,America/Chicago
56186,44.0303,-96.0817,Woodstock,MN,357,57.4327,6.22,America/Chicago
56226,45.4161,-95.6723,Clontarf,MN,218,27.1517,8.03,America/Chicago
56465,46.5353,-94.1122,Merrifield,MN,1976,37.0358,53.35,America/Chicago
56469,46.7791,-93.5459,Palisade,MN,1091,300.8838,3.63,America/Chicago
57218,44.6577,-96.5918,Brandt,SD,358,76.7914,4.66,America/Chicago
57317,43.1263,-98.9807,Bonesteel,SD,652,193.6450,3.37,America/Chicago
57322,44.6307,-97.9740,Carpenter,SD,413,227.8002,1.81,America/Chicago
57323,44.1459,-97.7138,Carthage,SD,220,94.3805,2.33,America/Chicago
57342,43.2466,-98.7018,Geddes,SD,587,174.3399,3.37,America/Chicago
57374,43.7561,-97.6016,Spencer,SD,293,62.8488,4.66,America/Chicago
57437,45.7915,-99.5981,Eureka,SD,1380,592.0231,2.33,America/Chicago
57435,45.1766,-98.9127,Cresbard,SD,245,135.1357,1.81,America/Chicago
57432,45.6824,-98.0337,Claremont,SD,391,83.8699,4.66,America/Chicago
58051,46.6414,-97.0305,Kindred,ND,1850,140.0566,13.21,America/Chicago
58036,47.1556,-96.9481,Gardner,ND,279,76.9446,3.63,America/Chicago
58456,46.2655,-98.9460,Kulm,ND,567,243.2443,2.33,America/Chicago
58441,46.1764,-98.3713,Fullerton,ND,437,168.7266,2.59,America/Chicago
58531,47.5737,-101.1952,Coleharbor,ND,355,137.0662,2.59,America/Chicago
58580,47.2597,-101.9318,Zap,ND,243,85.2934,2.85,America/North_Dakota/Beulah
58565,47.4868,-101.3832,Riverdale,ND,237,3.2681,72.52,America/Chicago
58656,46.9441,-102.4583,Taylor,ND,509,245.6574,2.07,America/Denver
58654,46.8808,-103.7779,Sentinel Butte,ND,357,689.1921,0.52,America/Denver
58727,48.8434,-102.7979,Columbus,ND,264,254.8273,1.04,America/Chicago
58733,48.1748,-101.5870,Des Lacs,ND,341,77.4475,4.40,America/Chicago
58759,47.8557,-101.2468,Max,ND,783,215.9413,3.63,America/Chicago
58734,48.5154,-101.9447,Donnybrook,ND,386,298.0707,1.29,America/Chicago
58761,48.7832,-101.5329,Mohall,ND,895,230.3742,3.88,America/Chicago
58771,48.0843,-101.9755,Plaza,ND,603,388.0325,1.55,America/Chicago
58779,47.8632,-101.7673,Ryder,ND,491,379.1522,1.29,America/Chicago
58768,48.2322,-101.0106,Norwich,ND,298,82.1846,3.63,America/Chicago
59031,45.5014,-107.4201,Garryowen,MT,380,77.2204,4.92,America/Denver
58792,47.9711,-100.7433,Voltaire,ND,335,258.6883,1.29,America/Chicago
58795,48.6433,-103.1588,Wildrose,ND,209,201.7383,1.04,America/Chicago
59035,45.2924,-107.9672,Fort Smith,MT,182,58.5588,3.11,America/Denver
58847,47.9063,-102.8982,Keene,ND,418,268.9844,1.55,America/Chicago
59703,46.0457,-112.5374,Butte,MT,50,1.0435,47.91,America/Denver
59874,47.8034,-115.6268,Trout Creek,MT,1401,318.1935,4.40,America/Denver
59855,47.6055,-114.1185,Pablo,MT,1008,0.7657,1316.49,America/Denver
59910,47.7953,-114.3019,Big Arm,MT,617,95.2900,6.47,America/Denver
59913,48.4172,-113.9462,Coram,MT,509,42.7230,11.91,America/Denver
60043,42.0889,-87.7146,Kenilworth,IL,2512,0.6140,4090.89,America/Chicago
60180,42.2253,-88.5246,Union,IL,2077,26.5541,78.22,America/Chicago
60401,41.3440,-87.6137,Beecher,IL,7779,56.6696,137.27,America/Chicago
60476,41.5686,-87.6067,Thornton,IL,2493,3.5207,708.10,America/Chicago
60512,41.7016,-88.4397,Bristol,IL,1184,8.5129,139.08,America/Chicago
60912,40.9700,-87.5994,Beaverville,IL,521,30.9476,16.83,America/Chicago
60946,40.9165,-88.2029,Kempton,IL,445,45.2146,9.84,America/Chicago
61284,41.3936,-90.7467,Taylor Ridge,IL,2110,41.5651,50.76,America/Chicago
59532,48.5771,-110.0967,Kremlin,MT,168,216.2171,0.78,America/Denver
61358,40.9787,-89.0440,Rutland,IL,312,16.2789,19.17,America/Chicago
61359,41.3621,-89.2713,Seatonville,IL,338,0.8969,376.84,America/Chicago
61360,41.3272,-88.6048,Seneca,IL,3678,53.7910,68.38,America/Chicago
61363,41.2542,-89.1825,Standard,IL,266,0.6224,427.35,America/Chicago
61452,40.2362,-90.6607,Littleton,IL,222,21.9781,10.10,America/Chicago
61459,40.5055,-90.4159,Marietta,IL,385,30.9686,12.43,America/Chicago
61489,40.9340,-90.0285,Williamsfield,IL,870,44.1985,19.68,America/Chicago
61560,41.1877,-89.4028,Putnam,IL,560,24.5701,22.79,America/Chicago
61721,40.3537,-89.3232,Armington,IL,592,34.1153,17.35,America/Chicago
61725,40.6098,-89.1198,Carlock,IL,1703,53.0268,32.12,America/Chicago
61749,40.0949,-89.1103,Kenney,IL,461,26.9686,17.09,America/Chicago
61862,40.3063,-87.9519,Penfield,IL,533,41.9984,12.69,America/Chicago
61871,40.1901,-87.9678,Royal,IL,304,0.3719,817.40,America/Chicago
61936,39.8014,-88.7303,La Place,IL,290,2.6787,108.26,America/Chicago
62018,38.9071,-90.0836,Cottage Hills,IL,3034,2.6770,1133.38,America/Chicago
62006,39.0559,-90.6666,Batchtown,IL,490,22.2576,22.01,America/Chicago
62061,38.7897,-89.7795,Marine,IL,1671,23.5466,70.97,America/Chicago
62062,38.7274,-89.9620,Maryville,IL,8008,6.6650,1201.50,America/Chicago
62081,39.2612,-90.2371,Rockbridge,IL,354,29.0809,12.17,America/Chicago
62280,37.8350,-89.6597,Rockwood,IL,445,52.0653,8.55,America/Chicago
62413,39.1396,-87.8388,Annapolis,IL,330,24.5026,13.47,America/Chicago
62423,39.4617,-87.5796,Dennison,IL,485,15.4760,31.34,America/Chicago
62440,39.3955,-88.2679,Lerna,IL,1315,38.4639,34.19,America/Chicago
62434,38.8432,-88.3252,Ingraham,IL,327,26.3032,12.43,America/Chicago
62444,39.2766,-88.7393,Mode,IL,331,25.0588,13.21,America/Chicago
62462,39.2347,-88.4639,Sigel,IL,982,34.4684,28.49,America/Chicago
62481,39.1272,-88.0220,Yale,IL,430,40.4936,10.62,America/Chicago
62553,39.2662,-89.1072,Oconee,IL,515,42.3069,12.17,America/Chicago
62850,38.4953,-88.5910,Johnsonville,IL,359,26.6559,13.47,America/Chicago
62874,37.9194,-88.9757,Orient,IL,415,1.5818,262.37,America/Chicago
62862,38.2173,-88.2961,Mill Shoals,IL,330,24.5026,13.47,America/Chicago
62876,38.2764,-89.1958,Radom,IL,159,1.9803,80.29,America/Chicago
62878,38.5787,-88.5086,Rinard,IL,443,38.0096,11.65,America/Chicago
62908,37.3085,-88.8658,Belknap,IL,496,53.1963,9.32,America/Chicago
62941,37.2445,-88.9807,Grand Chain,IL,895,37.5610,23.83,America/Chicago
62967,37.5804,-88.7518,New Burnside,IL,237,4.7168,50.25,America/Chicago
63124,38.6380,-90.3804,Saint Louis,MO,10827,9.0837,1191.91,America/Chicago
63381,38.9840,-91.2545,Truxton,MO,694,35.2572,19.68,America/Chicago
63654,37.4582,-90.8546,Lesterville,MO,664,71.2144,9.32,America/Chicago
63656,37.5929,-90.7990,Middle Brook,MO,377,45.4876,8.29,America/Chicago
63662,37.5311,-90.0513,Patton,MO,1660,91.5613,18.13,America/Chicago
64017,39.1955,-94.0240,Camden,MO,520,21.5885,24.09,America/Chicago
63955,36.6036,-90.6809,Oxly,MO,188,5.0408,37.30,America/Chicago
64149,38.8626,-94.4654,Kansas City,MO,355,8.8430,40.14,America/Chicago
64072,39.2395,-94.2934,Missouri City,MO,503,1.8746,268.32,America/Chicago
64165,39.3214,-94.5762,Kansas City,MO,215,8.2190,26.16,America/Chicago
64480,40.0595,-94.7083,Rea,MO,167,15.3522,10.88,America/Chicago
64484,39.5567,-95.0204,Rushville,MO,1055,62.6673,16.83,America/Chicago
64631,39.8197,-92.8743,Bucklin,MO,689,57.8314,11.91,America/Chicago
64657,40.1260,-94.2199,Mc Fall,MO,263,53.4446,4.92,America/Chicago
64649,39.7749,-94.0877,Kidder,MO,542,22.9964,23.57,America/Chicago
64734,38.6522,-94.5728,Cleveland,MO,1970,42.0233,46.88,America/Chicago
65017,38.0908,-92.4978,Brumley,MO,879,32.9499,26.68,America/Chicago
65047,38.1616,-92.5723,Kaiser,MO,1372,32.9026,41.70,America/Chicago
65050,38.5427,-92.6855,Latham,MO,859,26.1151,32.89,America/Chicago
65054,38.4863,-91.9384,Loose Creek,MO,664,20.1868,32.89,America/Chicago
65064,38.4078,-92.4768,Olean,MO,465,14.5965,31.86,America/Chicago
65244,39.4816,-92.6617,Clifton Hill,MO,379,60.9719,6.22,America/Chicago
65283,39.5084,-91.8350,Stoutsville,MO,429,63.7068,6.73,America/Chicago
65285,39.1996,-92.0175,Thompson,MO,685,55.1000,12.43,America/Chicago
65287,38.8895,-92.5265,Wooldridge,MO,342,25.3936,13.47,America/Chicago
65330,39.2185,-92.9479,Gilliam,MO,415,47.1272,8.81,America/Chicago
65463,37.8462,-92.7784,Eldridge,MO,1043,70.6499,14.76,America/Chicago
65617,37.4357,-93.3441,Brighton,MO,1272,22.8429,55.68,America/Chicago
65612,37.2179,-93.5475,Bois D Arc,MO,1041,27.3423,38.07,America/Chicago
65627,36.5666,-93.0005,Cedarcreek,MO,359,42.0032,8.55,America/Chicago
65638,36.8413,-92.3256,Drury,MO,495,57.9153,8.55,America/Chicago
65640,37.6992,-93.5748,Dunnegan,MO,875,40.2190,21.76,America/Chicago
65650,37.8193,-93.4477,Flemington,MO,1732,81.5523,21.24,America/Chicago
65658,36.5411,-93.6412,Golden,MO,1234,22.6881,54.39,America/Chicago
65681,36.5544,-93.4638,Lampe,MO,1614,23.2526,69.41,America/Chicago
65733,36.5286,-92.8464,Protem,MO,794,69.6739,11.40,America/Chicago
65760,36.6298,-92.2810,Tecumseh,MO,481,21.3466,22.53,America/Chicago
65764,37.8230,-92.9544,Tunas,MO,1540,110.1106,13.99,America/Chicago
65457,37.8116,-92.0543,Devils Elbow,MO,115,6.4350,17.87,America/Chicago
65727,37.7559,-93.2976,Polk,MO,116,7.4646,15.54,America/Chicago
66013,38.7283,-94.6888,Bucyrus,KS,2334,53.3232,43.77,America/Chicago
66016,39.4735,-95.2320,Cummings,KS,417,25.5563,16.32,America/Chicago
66417,39.6537,-96.0433,Corning,KS,395,46.2152,8.55,America/Chicago
66412,39.9120,-96.7791,Bremen,KS,148,24.8448,5.96,America/Chicago
66449,39.3892,-96.8614,Leonardville,KS,996,78.4811,12.69,America/Chicago
66429,39.0983,-95.5376,Grantville,KS,452,10.0878,44.81,America/Chicago
66501,39.0541,-96.2375,Mc Farland,KS,358,0.3160,1132.86,America/Chicago
66515,39.9420,-95.7034,Morrill,KS,403,30.5096,13.21,America/Chicago
66520,39.4115,-96.6170,Olsburg,KS,478,87.8842,5.44,America/Chicago
66546,38.8954,-95.7239,Wakarusa,KS,1219,46.1430,26.42,America/Chicago
66541,39.9764,-96.3658,Summerfield,KS,188,30.2447,6.22,America/Chicago
66542,39.0129,-95.5446,Tecumseh,KS,3097,30.1959,102.56,America/Chicago
66738,38.0135,-94.7185,Fulton,KS,230,23.3693,9.84,America/Chicago
67004,37.2814,-97.7540,Argonia,KS,756,94.1591,8.03,America/Chicago
67013,37.3779,-97.2750,Belle Plaine,KS,2824,70.8021,39.89,America/Chicago
67347,37.1274,-95.9534,Havana,KS,484,64.4391,7.51,America/Chicago
67355,37.0339,-96.0093,Niotaze,KS,160,18.1695,8.81,America/Chicago
67360,37.0509,-96.1051,Peru,KS,399,46.6832,8.55,America/Chicago
67511,38.4325,-99.0473,Albert,KS,272,55.2735,4.92,America/Chicago
67761,38.9708,-101.5311,Wallace,KS,220,424.7122,0.52,America/Denver
67863,38.5731,-101.2165,Marienthal,KS,268,147.8219,1.81,America/Chicago
68050,41.3071,-96.8411,Prague,NE,687,63.1553,10.88,America/Chicago
68034,41.4584,-96.2192,Kennard,NE,699,26.4593,26.42,America/Chicago
68142,41.3683,-96.1046,Omaha,NE,3968,24.2030,163.95,America/Chicago
68316,41.0178,-97.6181,Benedict,NE,500,62.2745,8.03,America/Chicago
68318,40.1539,-96.6401,Blue Springs,NE,425,38.1612,11.14,America/Chicago
68320,40.4863,-95.9552,Brock,NE,356,57.2718,6.22,America/Chicago
68321,40.3924,-95.6908,Brownville,NE,332,29.8107,11.14,America/Chicago
68323,40.1402,-96.3821,Burchard,NE,231,81.0814,2.85,America/Chicago
68377,40.2142,-97.0184,Jansen,NE,399,49.6951,8.03,America/Chicago
68413,40.8378,-96.0123,Nehawka,NE,570,53.6776,10.62,America/Chicago
68418,40.6949,-96.3886,Palmyra,NE,1152,70.6015,16.32,America/Chicago
68404,40.6163,-96.7507,Martell,NE,926,50.3564,18.39,America/Chicago
68634,41.3899,-97.4931,Duncan,NE,489,0.5824,839.67,America/Chicago
68635,41.0825,-97.0149,Dwight,NE,452,49.8623,9.06,America/Chicago
68636,42.0087,-98.1538,Elgin,NE,1299,238.8317,5.44,America/Chicago
68736,42.7354,-97.3678,Fordyce,NE,635,61.2937,10.36,America/Chicago
68865,40.8964,-98.1859,Phillips,NE,1015,71.2534,14.24,America/Chicago
69333,42.0595,-101.9726,Ashby,NE,293,565.6394,0.52,America/Denver
70715,30.7580,-91.6779,Batchelor,LA,1389,178.7652,7.77,America/Chicago
70762,30.5767,-91.4686,Oscar,LA,902,18.8251,47.91,America/Chicago
70776,30.2636,-91.0899,Saint Gabriel,LA,6104,33.7163,181.04,America/Chicago
71243,31.9573,-91.8111,Fort Necessity,LA,194,25.8289,7.51,America/Chicago
71362,30.8964,-91.9662,Plaucheville,LA,1746,41.6132,41.96,America/Chicago
71356,30.8206,-92.0483,Morrow,LA,905,48.5309,18.65,America/Chicago
71866,33.8805,-94.4039,Winthrop,AR,599,36.7103,16.32,America/Chicago
71859,33.7490,-93.9082,Saratoga,AR,546,24.8014,22.01,America/Chicago
71847,33.9268,-93.6349,Mc Caskill,AR,596,51.1371,11.65,America/Chicago
71959,34.2473,-93.9330,Newhope,AR,427,34.3470,12.43,America/Chicago
72072,34.5249,-91.7398,Humnoke,AR,459,31.0914,14.76,America/Chicago
72168,34.4385,-91.9708,Tucker,AR,2475,60.8664,40.66,America/Chicago
72179,35.5036,-91.8556,Wilburn,AR,370,19.3051,19.17,America/Chicago
72425,36.2190,-90.7314,Delaplaine,AR,427,65.9462,6.47,America/Chicago
71452,31.5787,-92.9418,Melrose,LA,146,28.1854,5.18,America/Chicago
71823,33.8235,-94.1255,Ben Lomond,AR,39,4.3023,9.06,America/Chicago
72458,36.0726,-91.1585,Powhatan,AR,680,23.4419,29.01,America/Chicago
72517,36.1323,-91.9732,Brockwell,AR,292,20.4985,14.24,America/Chicago
72531,36.3194,-92.1489,Elizabeth,AR,1037,74.1459,13.99,America/Chicago
72858,35.2309,-93.0423,Pottsville,AR,4239,33.5387,126.39,America/Chicago
72856,35.7772,-93.0749,Pelsor,AR,285,78.5993,3.63,America/Chicago
72860,34.9528,-93.4284,Rover,AR,611,57.5386,10.62,America/Chicago
73531,34.1964,-98.5336,Devol,OK,485,98.5576,4.92,America/Chicago
73647,35.4278,-99.1591,Foss,OK,609,123.7559,4.92,America/Chicago
73666,35.4743,-99.9150,Sweetwater,OK,226,96.9545,2.33,America/Chicago
73744,35.9435,-98.3038,Hitchcock,OK,158,55.4583,2.85,America/Chicago
74060,36.2675,-96.2478,Prue,OK,450,11.1376,40.40,America/Chicago
74062,36.0405,-96.8932,Ripley,OK,1016,28.4261,35.74,America/Chicago
72538,36.4401,-92.1030,Gepp,AR,365,39.1465,9.32,America/Chicago
72661,36.4491,-92.5857,Oakland,AR,576,25.5626,22.53,America/Chicago
74543,34.3642,-95.4318,Finley,OK,388,136.1887,2.85,America/Chicago
74843,34.6564,-96.7225,Fitzhugh,OK,370,31.7462,11.65,America/Chicago
74842,34.6251,-96.6125,Fittstown,OK,128,6.7700,18.91,America/Chicago
74869,35.6020,-96.7547,Sparks,OK,684,50.7873,13.47,America/Chicago
75437,33.2584,-95.4690,Dike,TX,1361,76.1572,17.87,America/Chicago
75468,33.5132,-95.4065,Pattonville,TX,797,45.2534,17.61,America/Chicago
75471,33.0395,-95.3893,Pickton,TX,1488,50.3965,29.53,America/Chicago
75750,32.2745,-95.0749,Arp,TX,3483,41.3783,84.17,America/Chicago
75860,31.6209,-96.2486,Teague,TX,6572,168.0439,39.11,America/Chicago
75926,31.2515,-94.9627,Apple Springs,TX,1103,121.6773,9.06,America/Chicago
75928,30.6715,-93.7117,Bon Wier,TX,1212,77.9926,15.54,America/Chicago
76066,32.7073,-97.9950,Millsap,TX,2443,66.8970,36.52,America/Chicago
75779,31.8652,-95.4859,Neches,TX,135,0.9529,141.67,America/Chicago
74071,35.7821,-96.2806,Slick,OK,148,6.1444,24.09,America/Chicago
76464,32.5559,-99.1650,Moran,TX,532,186.7330,2.85,America/Chicago
76687,31.3717,-96.4993,Thornton,TX,1898,170.4236,11.14,America/Chicago
77362,30.1583,-95.6683,Pinehurst,TX,5960,10.6932,557.37,America/Chicago
77560,29.8766,-94.5932,Hankamer,TX,610,18.9937,32.12,America/Chicago
77835,30.1917,-96.5950,Burton,TX,2317,110.4442,20.98,America/Chicago
77994,29.1782,-97.4602,Westhoff,TX,451,72.5550,6.22,America/Chicago
78044,27.7501,-99.1311,Laredo,TX,456,146.7188,3.11,America/Chicago
78067,27.1327,-99.3365,San Ygnacio,TX,648,104.2475,6.22,America/Chicago
78142,28.5366,-97.8105,Normanna,TX,154,7.2512,21.24,America/Chicago
78339,27.8051,-97.7923,Banquete,TX,330,0.5192,635.58,America/Chicago
78632,29.6963,-97.4705,Harwood,TX,955,102.4243,9.32,America/Chicago
78662,29.9352,-97.4342,Red Rock,TX,2298,80.6602,28.49,America/Chicago
76429,32.7410,-98.6742,Caddo,TX,119,51.0513,2.33,America/Chicago
77359,30.7539,-95.2999,Oakhurst,TX,475,34.6035,13.73,America/Chicago
78733,30.3232,-97.8761,Austin,TX,8611,11.2550,765.08,America/Chicago
78950,29.9026,-96.4819,New Ulm,TX,1785,97.0693,18.39,America/Chicago
80007,39.8661,-105.1994,Arvada,CO,12026,42.5597,282.57,America/Denver
80545,40.8659,-105.6893,Red Feather Lakes,CO,845,271.8802,3.11,America/Denver
80546,40.5252,-104.8497,Severance,CO,324,0.1665,1946.38,America/Denver
80722,40.5082,-103.2750,Atwood,CO,259,25.6411,10.10,America/Denver
80652,40.1112,-104.2801,Roggen,CO,330,106.1780,3.11,America/Denver
82933,41.2798,-110.4575,Fort Bridger,WY,435,39.9891,10.88,America/Denver
83246,42.6111,-112.0293,Lava Hot Springs,ID,996,120.1742,8.29,America/Boise
83250,42.6674,-112.2044,Mccammon,ID,1718,79.9185,21.50,America/Boise
83261,42.2161,-111.4207,Paris,ID,640,24.9601,25.64,America/Boise
83244,43.9595,-113.1164,Howe,ID,328,633.2073,0.52,America/Boise
83462,45.3043,-113.8107,Carmen,ID,659,149.6713,4.40,America/Boise
79369,33.9558,-102.1452,Spade,TX,135,20.0476,6.73,America/Chicago
83220,42.3631,-111.3908,Bern,ID,122,22.4307,5.44,America/Boise
83546,46.5674,-115.8173,Pierce,ID,504,36.0362,13.99,America/Los_Angeles
83553,46.3835,-115.9047,Weippe,ID,1154,111.3904,10.36,America/Los_Angeles
83554,45.7036,-116.2877,White Bird,ID,372,130.5727,2.85,America/Los_Angeles
83867,47.5057,-115.9488,Silverton,ID,547,4.0000,136.75,America/Los_Angeles
84007,40.3214,-110.2017,Bluebell,UT,662,40.5714,16.32,America/Denver
84046,40.9437,-109.8228,Manila,UT,383,61.6154,6.22,America/Denver
84306,41.7927,-112.0640,Collinston,UT,430,24.0614,17.87,America/Denver
84325,41.7258,-111.9928,Mendon,UT,2358,41.9552,56.20,America/Denver
84331,41.9485,-112.2736,Portage,UT,265,53.8511,4.92,America/Denver
84622,39.1038,-111.8217,Centerfield,UT,1771,22.6419,78.22,America/Denver
84628,39.9734,-112.2058,Eureka,UT,523,14.9579,34.96,America/Denver
83637,44.1354,-115.2890,Lowman,ID,173,333.9782,0.52,America/Boise
83848,48.7159,-116.9159,Nordman,ID,148,33.6136,4.40,America/Los_Angeles
83841,48.2016,-116.7511,Laclede,ID,302,4.4505,67.86,America/Los_Angeles
84647,39.5411,-111.4159,Mount Pleasant,UT,4403,120.5679,36.52,America/Denver
84652,39.0169,-111.8682,Redmond,UT,809,10.9599,73.81,America/Denver
85325,33.9988,-113.9016,Bouse,AZ,1243,799.8746,1.55,America/Phoenix
85605,32.2994,-109.4779,Bowie,AZ,516,284.6123,1.81,America/Phoenix
85611,31.6614,-110.5120,Elgin,AZ,839,269.9496,3.11,America/Phoenix
85630,31.8888,-110.1690,Saint David,AZ,1995,128.3789,15.54,America/Phoenix
85924,34.5746,-109.6617,Concho,AZ,2696,800.7161,3.37,America/Phoenix
86535,36.7807,-109.8599,Dennehotso,AZ,1298,294.8002,4.40,America/Denver
86547,36.5041,-109.4967,Round Rock,AZ,1232,135.9079,9.06,America/Denver
87940,32.6107,-106.9974,Rincon,NM,977,94.3054,10.36,America/Denver
84640,39.4982,-112.3817,Lynndyl,UT,95,28.2151,3.37,America/Denver
87562,35.4169,-105.6845,Rowe,NM,256,26.0111,9.84,America/Denver
87548,36.1830,-106.1559,Medanales,NM,1341,48.3890,27.71,America/Denver
87537,36.0496,-106.1854,Hernandez,NM,2510,50.4748,49.73,America/Denver
88065,32.6850,-108.3202,Tyrone,NM,532,1.2076,440.56,America/Denver
88056,31.8442,-108.9825,Rodeo,NM,197,108.6601,1.81,America/Denver
89510,40.0559,-119.6631,Reno,NV,1574,1012.8742,1.55,America/Los_Angeles
91905,32.6800,-116.3161,Boulevard,CA,1478,57.0659,25.90,America/Los_Angeles
92036,33.0214,-116.4912,Julian,CA,2221,115.8828,19.17,America/Los_Angeles
92358,34.2592,-117.5210,Lytle Creek,CA,782,21.8791,35.74,America/Los_Angeles
88265,32.6205,-103.3029,Monument,NM,135,43.4365,3.11,America/Denver
92333,34.2706,-116.9493,Fawnskin,CA,316,2.7984,112.92,America/Los_Angeles
87831,34.2651,-106.9332,San Acacia,NM,275,18.6277,14.76,America/Denver
92347,34.9545,-117.2223,Hinkley,CA,843,72.3298,11.65,America/Los_Angeles
93226,35.7367,-118.7288,Glennville,CA,180,57.9153,3.11,America/Los_Angeles
93235,36.3898,-119.2199,Ivanhoe,CA,4198,2.6532,1582.22,America/Los_Angeles
93244,36.4669,-119.0156,Lemon Cove,CA,395,50.8368,7.77,America/Los_Angeles
93962,36.6247,-121.6465,Spreckels,CA,385,0.0699,5509.42,America/Los_Angeles
95306,37.3841,-120.1291,Catheys Valley,CA,882,126.1267,6.99,America/Los_Angeles
95312,37.4211,-120.6530,Cressey,CA,304,1.1115,273.50,America/Los_Angeles
95329,37.6756,-120.4034,La Grange,CA,2685,117.8050,22.79,America/Los_Angeles
95346,38.0675,-120.1793,Mi Wuk Village,CA,1661,7.8305,212.12,America/Los_Angeles
95452,38.4256,-122.5352,Kenwood,CA,970,10.0139,96.87,America/Los_Angeles
94929,38.2524,-122.9628,Dillon Beach,CA,219,0.8808,248.64,America/Los_Angeles
93512,37.8926,-118.5646,Benton,CA,313,151.0624,2.07,America/Los_Angeles
95655,38.5496,-121.2793,Mather,CA,4178,9.2179,453.25,America/Los_Angeles
95665,38.4021,-120.6514,Pine Grove,CA,4664,21.3869,218.08,America/Los_Angeles
95837,38.7005,-121.5915,Sacramento,CA,305,17.5763,17.35,America/Los_Angeles
97049,45.3586,-121.8651,Rhododendron,OR,1640,131.9182,12.43,America/Los_Angeles
97054,45.9481,-122.9337,Deer Island,OR,2001,60.8339,32.89,America/Los_Angeles
97388,44.8921,-124.0219,Gleneden Beach,OR,818,2.5146,325.30,America/Los_Angeles
97410,42.7990,-123.1479,Azalea,OR,736,118.4046,6.22,America/Los_Angeles
97434,43.6677,-122.7933,Dorena,OR,930,108.8106,8.55,America/Los_Angeles
97489,44.1371,-122.6459,Walterville,OR,961,17.5021,54.91,America/Los_Angeles
96016,40.9116,-121.5232,Cassel,CA,375,42.5848,8.81,America/Los_Angeles
96029,39.9421,-122.4781,Flournoy,CA,195,53.7785,3.63,America/Los_Angeles
97625,42.3149,-121.5810,Dairy,OR,319,87.9761,3.63,America/Los_Angeles
97369,44.7617,-124.0517,Otter Rock,OR,215,3.4588,62.16,America/Los_Angeles
96853,21.3348,-157.9346,Jbphh,HI,599,0.1201,4986.77,Pacific/Honolulu
96857,21.4867,-158.0515,Schofield Barracks,HI,2815,0.5216,5397.28,Pacific/Honolulu
97627,42.1219,-122.0189,Keno,OR,630,22.5226,27.97,America/Los_Angeles
97857,45.3781,-117.5043,Lostine,OR,584,322.1194,1.81,America/Los_Angeles
98256,47.8300,-121.4304,Index,WA,328,66.6534,4.92,America/Los_Angeles
98262,48.6928,-122.6638,Lummi Island,WA,847,8.1148,104.38,America/Los_Angeles
98253,48.0854,-122.5769,Greenbank,WA,1711,11.5493,148.15,America/Los_Angeles
98592,47.3259,-123.0802,Union,WA,1570,15.7041,99.97,America/Los_Angeles
98649,46.3142,-122.5354,Toutle,WA,1085,246.4239,4.40,America/Los_Angeles
98940,47.4047,-121.0733,Ronald,WA,286,40.8982,6.99,America/Los_Angeles
99023,47.5611,-117.1718,Mica,WA,627,16.1391,38.85,America/Los_Angeles
99346,45.9983,-119.3049,Plymouth,WA,466,163.5668,2.85,America/Los_Angeles
99586,62.6680,-144.1119,Gakona,AK,302,1166.0280,0.26,America/Anchorage
99589,59.1275,-161.5687,Goodnews Bay,AK,192,2.3385,82.10,America/Anchorage
99755,63.6999,-148.6217,Denali National Park,AK,856,1652.5166,0.52,America/Anchorage
98852,48.2528,-120.5512,Stehekin,WA,15,28.9576,0.52,America/Los_Angeles
12436,42.1956,-74.0741,Haines Falls,NY,39,1.4341,27.19,America/New_York
12427,42.1408,-74.1373,Elka Park,NY,392,28.0281,13.99,America/New_York
27919,36.3119,-76.5035,Belvidere,NC,985,50.7081,19.42,America/New_York
42516,37.2272,-84.7786,Bethelridge,KY,437,12.6862,34.45,America/New_York
62998,37.5159,-89.4474,Wolf Lake,IL,323,35.6317,9.06,America/Chicago
27875,35.4579,-76.4867,Scranton,NC,424,45.4742,9.32,America/New_York
75759,32.0359,-95.4188,Cuney,TX,46,0.7339,62.68,America/Chicago
79032,34.2829,-101.9414,Edmonson,TX,76,9.4657,8.03,America/Chicago
05439,44.4951,-73.1640,Colchester,VT,1484,0.1541,9631.39,America/New_York
18105,40.6014,-75.4939,Allentown,PA,27,0.0173,1558.14,America/New_York
13024,42.9345,-76.5743,Auburn,NY,1723,0.0413,41723.17,America/New_York
63057,38.3433,-90.4056,Liguori,MO,66,0.0596,1107.74,America/Chicago
11973,40.8679,-72.8821,Upton,NY,43,20.7530,2.07,America/New_York
33744,27.8086,-82.7745,Bay Pines,FL,145,0.5649,256.67,America/New_York
12483,41.6755,-74.4214,Spring Glen,NY,285,3.6437,78.22,America/New_York
12574,41.9177,-73.9456,Rhinecliff,NY,405,0.6200,653.20,America/New_York
13614,44.5309,-75.6911,Brier Hill,NY,333,8.3488,39.89,America/Toronto
12724,41.8541,-74.9339,Callicoon Center,NY,256,7.9074,32.37,America/New_York
12978,44.6163,-73.8087,Redford,NY,303,1.9662,154.10,America/New_York
