city,state,latitude,longitude,population,area,density,time_zone
Alamosa,CO,37.4837,-105.8301,15477,433.0218,35.74,America/Denver
Alanson,MI,45.4403,-84.7805,4509,61.5171,73.30,America/Detroit
Alapaha,GA,31.3796,-83.2057,1972,100.1833,19.68,America/New_York
Alba,MI,44.9737,-84.9744,266,1.7707,150.22,America/Detroit
Alba,MO,37.2314,-94.4104,710,1.5800,449.37,America/Chicago
Alba,TX,32.7910,-95.6346,5726,108.9074,52.58,America/Chicago
Albany,CA,37.8897,-122.2955,21040,1.5841,13281.99,America/Los_Angeles
Albany,GA,31.5490,-84.1766,97727,402.5804,242.75,America/New_York
Albany,IL,41.7391,-90.2141,1121,17.1075,65.53,America/Chicago
Albany,IN,40.2788,-85.2667,3460,28.0066,123.54,America/Indiana/Indianapolis
Albany,KY,36.7316,-85.1332,10111,189.5086,53.35,America/Chicago
Albany,LA,30.5316,-90.5996,4579,16.9345,270.39,America/Chicago
Albany,MN,45.6280,-94.5887,5515,114.4813,48.17,America/Chicago
Albany,MO,40.2576,-94.3279,2731,155.0654,17.61,America/Chicago
Albany,NY,42.6764,-73.7884,151237,52.4453,2883.71,America/New_York
Albany,OH,39.1980,-82.2295,5222,95.1049,54.91,America/New_York
Albany,OR,44.6390,-123.0761,62734,138.0828,454.32,America/Los_Angeles
Albany,TX,32.7850,-99.2474,2318,331.4757,6.99,America/Chicago
Albany,VT,44.7387,-72.3448,543,19.7786,27.45,America/New_York
Albany,WI,42.7329,-89.4418,2478,52.2820,47.40,America/Chicago
Albemarle,NC,35.3362,-80.2048,26601,132.1840,201.24,America/New_York
Albers,IL,38.5094,-89.6074,1907,10.8598,175.60,America/Chicago
Albert,KS,38.4325,-99.0473,272,55.2735,4.92,America/Chicago
Alberta,AL,32.1585,-87.3468,1012,64.0550,15.80,America/Chicago
Alberta,MN,45.4969,-96.0695,282,51.8480,5.44,America/Chicago
Alberta,VA,36.8807,-77.9204,1914,77.7894,24.60,America/New_York
Albert City,IA,42.7609,-94.9848,1034,78.2803,13.21,America/Chicago
Albert Lea,MN,43.6604,-93.3253,21165,168.4917,125.61,America/Chicago
Alberton,MT,46.8960,-114.6371,1925,571.7280,3.37,America/Denver
Albertson,NC,35.1003,-77.8233,2699,34.8525,77.44,America/New_York
Albertson,NY,40.7709,-73.6524,7286,1.0616,6863.23,America/New_York
Albertville,AL,34.2970,-86.2119,34467,117.9647,292.18,America/Chicago
Albertville,MN,45.2478,-93.6587,12760,12.3599,1032.37,America/Chicago
Albia,IA,41.0268,-92.8143,5982,217.8927,27.45,America/Chicago
Albin,WY,41.4532,-104.1898,223,95.6675,2.33,America/Denver
Albion,CA,39.2080,-123.6867,1159,48.6405,23.83,America/Los_Angeles
Albion,IA,42.1293,-93.0263,1073,39.4559,27.19,America/Chicago
Albion,ID,42.3896,-113.5568,923,169.7010,5.44,America/Boise
Albion,IL,38.3819,-88.0748,3351,100.2967,33.41,America/Chicago
Albion,IN,41.3606,-85.4299,8008,96.9249,82.62,America/Indiana/Indianapolis
Albion,ME,44.5170,-69.4412,2050,38.9906,52.58,America/New_York
Albion,MI,42.2811,-84.7518,14103,98.1116,143.74,America/Detroit
Albion,NE,41.7340,-98.0699,2715,283.3154,9.58,America/Chicago
Albion,NY,43.2343,-78.2119,14176,110.7972,127.95,America/New_York
Albion,OK,34.6577,-95.0937,191,8.3802,22.79,America/Chicago
Albion,PA,41.8811,-80.4049,6797,58.8416,115.51,America/New_York
Albion,RI,41.9520,-71.4553,671,0.1669,4020.37,America/New_York
Albion,WA,46.7921,-117.2500,539,0.2498,2157.73,America/Los_Angeles
Alborn,MN,46.9530,-92.6735,549,84.7880,6.47,America/Chicago
Albright,WV,39.5520,-79.6351,2120,74.4124,28.49,America/New_York
Albrightsville,PA,41.0012,-75.5719,7468,28.2965,263.92,America/New_York
Albuquerque,NM,35.0831,-106.6729,655705,590.8950,1109.68,America/Denver
Alburgh,VT,44.9596,-73.2795,1707,24.8708,68.63,America/New_York
Alburnett,IA,42.1578,-91.6378,1028,22.5519,45.58,America/Chicago
Alburtis,PA,40.4712,-75.6464,5593,16.9237,330.48,America/New_York
Alcalde,NM,36.1023,-105.9258,2896,58.2371,49.73,America/Denver
Alcester,SD,42.9845,-96.6397,1581,119.6916,13.21,America/Chicago
Alcoa,TN,35.7942,-83.9846,7714,11.9855,643.61,America/New_York
Alcolu,SC,33.7835,-80.1725,2029,62.1747,32.63,America/New_York
Alcova,WY,42.4696,-107.1000,246,949.8109,0.26,America/Denver
Alda,NE,40.8585,-98.4670,962,16.5080,58.27,America/Chicago
Alden,IA,42.5143,-93.3991,1651,120.2744,13.73,America/Chicago
Alden,KS,38.2179,-98.3402,206,30.5912,6.73,America/Chicago
Alden,MI,44.8714,-85.2424,1164,24.5586,47.40,America/Detroit
Alden,MN,43.6637,-93.5558,1345,79.8934,16.83,America/Chicago
Alden,NY,42.8947,-78.5097,12496,47.1626,264.96,America/New_York
Alder,MT,45.0698,-112.0607,255,492.2800,0.52,America/Denver
Alder Creek,NY,43.4173,-75.2204,108,2.6903,40.14,America/New_York
Alderpoint,CA,40.1713,-123.6303,290,46.6540,6.22,America/Los_Angeles
Alderson,OK,34.9036,-95.6929,266,0.6324,420.62,America/Chicago
Alderson,WV,37.7371,-80.6610,5200,132.9623,39.11,America/New_York
Aldie,VA,38.9627,-77.6100,21385,70.1512,304.84,America/New_York
Aldrich,MN,46.3385,-94.9346,342,21.6470,15.80,America/Chicago
Aldrich,MO,37.5349,-93.5908,591,36.2200,16.32,America/Chicago
Aledo,IL,41.2097,-90.7247,5213,138.8103,37.55,America/Chicago
Aledo,TX,32.6928,-97.6237,17910,97.6707,183.37,America/Chicago
Aleknagik,AK,59.2683,-158.6283,204,17.1228,11.91,America/Anchorage
Aleppo,PA,39.7927,-80.4822,241,15.5084,15.54,America/New_York
Alex,OK,34.9494,-97.7310,906,39.7510,22.79,America/Chicago
Alexander,AR,34.6630,-92.5290,17343,70.5602,245.79,America/Chicago
Alexander,IA,42.8042,-93.4604,328,39.5755,8.29,America/Chicago
Alexander,IL,39.7487,-90.0409,353,36.8362,9.58,America/Chicago
Alexander,KS,38.4470,-99.5450,82,52.7673,1.55,America/Chicago
Alexander,NC,35.7024,-82.6411,3224,15.7768,204.35,America/New_York
Alexander,ND,47.7947,-103.6546,736,473.6185,1.55,America/Chicago
Alexander,NY,42.9169,-78.2503,1973,33.2655,59.31,America/New_York
Alexander City,AL,32.9164,-85.9368,20625,215.8090,95.57,America/Chicago
Alexandria,AL,33.7678,-85.8969,4958,19.0099,260.81,America/Chicago
Alexandria,IN,40.2505,-85.6588,9948,70.2183,141.67,America/Indiana/Indianapolis
Alexandria,KY,38.9149,-84.4027,17398,54.2163,320.90,America/New_York
Alexandria,LA,31.2412,-92.4606,58467,140.5204,416.07,America/Chicago
Alexandria,MN,45.8790,-95.3867,25080,162.7469,154.10,America/Chicago
Alexandria,MO,40.3896,-91.5404,680,55.8616,12.17,America/Chicago
Alexandria,NE,40.2660,-97.4220,286,61.3473,4.66,America/Chicago
Alexandria,OH,40.0887,-82.6136,2810,31.0873,90.39,America/New_York
Alexandria,PA,40.5674,-78.1077,2500,44.2778,56.46,America/New_York
Alexandria,SD,43.6529,-97.7617,1607,182.4900,8.81,America/Chicago
Alexandria,TN,36.0739,-86.0015,2337,35.5244,65.79,America/Chicago
Alexandria,VA,38.7779,-77.1052,354713,62.0622,5715.44,America/New_York
Alexandria Bay,NY,44.3153,-75.9190,1247,12.1891,102.30,America/New_York
Alexis,IL,41.0697,-90.5788,1467,83.2958,17.61,America/Chicago
Alexis,NC,35.4069,-81.0947,1076,5.1038,210.82,America/New_York
Alford,FL,30.6329,-85.3848,1983,48.4582,40.92,America/Chicago
Alfred,ME,43.4959,-70.6794,7530,67.6127,111.37,America/New_York
Alfred,NY,42.2533,-77.7893,4251,1.0694,3975.13,America/New_York
Alfred Station,NY,42.2543,-77.7868,831,17.6292,47.14,America/New_York
Alger,MI,44.1284,-84.1744,2874,109.8670,26.16,America/Detroit
Alger,OH,40.6852,-83.8094,1973,40.5202,48.69,America/New_York
Algodones,NM,35.3888,-106.3516,3745,122.5383,30.56,America/Denver
Algoma,WI,44.6208,-87.4935,5188,72.5760,71.48,America/Chicago
Algona,IA,43.0739,-94.2202,6975,121.3091,57.50,America/Chicago
Algonac,MI,42.6378,-82.5796,11885,18.8530,630.40,America/Detroit
Algonquin,IL,42.1640,-88.3065,32739,14.6949,2227.92,America/Chicago
Alhambra,CA,34.0829,-118.1369,84864,7.7748,10915.26,America/Los_Angeles
Alhambra,IL,38.8785,-89.7485,1796,52.5333,34.19,America/Chicago
Alice,TX,27.7184,-98.1428,28953,503.5501,57.50,America/Chicago
Aliceville,AL,33.0737,-88.1936,6237,297.2985,20.98,America/Chicago
Alicia,AR,35.9335,-91.0979,360,49.6417,7.25,America/Chicago
Aline,OK,36.4998,-98.5172,497,119.9329,4.14,America/Chicago
Aliquippa,PA,40.5921,-80.3198,30945,58.1408,532.24,America/New_York
Aliso Viejo,CA,33.5762,-117.7304,52124,8.7459,5959.82,America/Los_Angeles
Alkol,WV,38.1572,-81.9588,1128,24.8870,45.32,America/New_York
Allakaket,AK,66.5635,-152.7760,174,37.3232,4.66,America/Anchorage
Allamuchy,NJ,40.9271,-74.8114,36,2.1384,16.84,America/New_York
Allardt,TN,36.3956,-84.7244,883,46.7025,18.91,America/Chicago
Alledonia,OH,39.8914,-80.9624,116,9.9529,11.65,America/New_York
Alleene,AR,33.7944,-94.2682,74,13.6055,5.44,America/Chicago
Allegan,MI,42.5346,-85.8743,17603,161.0558,109.30,America/Detroit
Allegany,NY,42.1133,-78.5258,6189,76.8355,80.55,America/New_York
Alleghany,CA,39.4744,-120.8226,65,25.0966,2.59,America/Los_Angeles
Alleman,IA,41.8068,-93.6020,480,5.3875,89.10,America/Chicago
Allen,KS,38.6762,-96.1846,507,122.3461,4.14,America/Chicago
Allen,KY,37.6074,-82.7225,712,4.2820,166.28,America/New_York
Allen,MD,38.2982,-75.7099,765,15.1471,50.50,America/New_York
Allen,MI,41.9519,-84.7712,1131,22.5093,50.25,America/Detroit
Allen,NE,42.4388,-96.8547,743,75.4931,9.84,America/Chicago
Allen,OK,34.8078,-96.4080,2099,135.0713,15.54,America/Chicago
Allen,SD,43.3025,-101.9332,810,173.7459,4.66,America/Denver
Allen,TX,33.1022,-96.6508,111272,61.7315,1802.52,America/Chicago
Allendale,IL,38.5325,-87.7265,1249,47.7467,26.16,America/Chicago
Allendale,MI,42.9762,-85.9415,24290,30.0783,807.56,America/Detroit
Allendale,MO,40.4853,-94.2887,64,0.6864,93.24,America/Chicago
Allendale,NJ,41.0332,-74.1333,6762,3.2157,2102.81,America/New_York
Allendale,SC,32.9953,-81.3763,4224,103.2212,40.92,America/New_York
Allenhurst,GA,31.7529,-81.6085,4006,10.3184,388.24,America/New_York
Allenhurst,NJ,40.2394,-74.0087,1570,0.8210,1912.30,America/New_York
Allen Junction,WV,37.6024,-81.3445,208,1.8852,110.33,America/New_York
Allen Park,MI,42.2599,-83.2106,27353,6.8149,4013.71,America/Detroit
Allenport,PA,40.0923,-79.8565,465,2.0542,226.37,America/New_York
Allenspark,CO,40.2087,-105.5786,323,49.8844,6.47,America/Denver
Allensville,KY,36.6958,-87.0736,586,31.8670,18.39,America/Chicago
Allensville,PA,40.5076,-77.8392,769,13.4350,57.24,America/New_York
Allenton,MI,42.9391,-82.9260,3234,36.5103,88.58,America/Detroit
Allenton,WI,43.4702,-88.3570,2383,32.9778,72.26,America/Chicago
Allentown,GA,32.6063,-83.2125,88,3.6146,24.35,America/New_York
Allentown,NJ,40.1556,-74.5544,6220,25.5757,243.20,America/New_York
Allentown,NY,42.0774,-78.0605,152,1.2648,120.18,America/New_York
Allentown,PA,40.6035,-75.5184,169935,62.3654,2724.83,America/New_York
Allenwood,NJ,40.1387,-74.1010,770,1.2787,602.17,America/New_York
Allenwood,PA,41.1121,-77.0315,5812,70.3456,82.62,America/New_York
Allerton,IA,40.6807,-93.3847,880,84.9424,10.36,America/Chicago
Allerton,IL,39.9162,-87.9147,346,19.6458,17.61,America/Chicago
Alleyton,TX,29.6904,-96.4304,1396,97.9997,14.24,America/Chicago
Allgood,AL,33.9017,-86.5179,40,0.0093,4301.08,America/Chicago
Alliance,NE,42.1205,-102.8832,9836,999.3945,9.84,America/Denver
Alliance,OH,40.9194,-81.1302,34740,80.4630,431.75,America/New_York
Alligator,MS,34.1240,-90.7852,589,48.3860,12.17,America/Chicago
Allison,IA,42.7411,-92.8031,1550,77.7218,19.94,America/Chicago
Allison,PA,39.9853,-79.8713,593,0.7950,745.91,America/New_York
Allison,TX,35.5800,-100.0947,178,42.9538,4.14,America/Chicago
Allison Park,PA,40.5805,-79.9545,25077,20.8715,1201.49,America/New_York
Allons,TN,36.5296,-85.3374,1659,52.5035,31.60,America/Chicago
Allouez,MI,47.3556,-88.3696,350,31.4269,11.14,America/Detroit
Alloway,NJ,39.5507,-75.3498,977,2.8193,346.54,America/New_York
Allport,PA,40.9628,-78.2018,303,1.0217,296.56,America/New_York
Allred,TN,36.3172,-85.2023,17,2.4310,6.99,America/Chicago
Allston,MA,42.3579,-71.1294,19424,1.1981,16212.34,America/New_York
Allyn,WA,47.3577,-122.8637,4659,20.6054,226.11,America/Los_Angeles
Alma,AR,35.4755,-94.1944,14292,89.0027,160.58,America/Chicago
Alma,CO,39.3168,-106.1038,962,40.8165,23.57,America/Denver
Alma,GA,31.5458,-82.4405,9914,227.8461,43.51,America/New_York
Alma,IL,38.7455,-88.9284,702,32.2671,21.76,America/Chicago
Alma,KS,38.9701,-96.3105,1483,204.4962,7.25,America/Chicago
Alma,MI,43.3777,-84.6797,12717,70.3447,180.78,America/Detroit
Alma,MO,39.1053,-93.5421,619,37.3433,16.58,America/Chicago
Alma,NE,40.1569,-99.3372,1788,156.8978,11.40,America/Chicago
Alma,NY,42.0164,-78.0642,223,12.8509,17.35,America/New_York
Alma,WI,44.3717,-91.8345,1601,126.1529,12.69,America/Chicago
Alma,WV,39.4229,-80.8226,620,34.6932,17.87,America/New_York
Alma Center,WI,44.4477,-90.9522,1176,48.8232,24.09,America/Chicago
Almena,KS,39.8947,-99.7299,642,137.7097,4.66,America/Chicago
Almena,WI,45.4128,-92.0216,1332,30.2522,44.03,America/Chicago
Almira,WA,47.7372,-118.9370,526,253.8621,2.07,America/Los_Angeles
Almo,ID,41.9759,-113.6543,154,118.9194,1.29,America/Denver
Almo,KY,36.6923,-88.2930,1924,21.0442,91.43,America/Chicago
Almond,NC,35.3997,-83.6206,560,30.4531,18.39,America/New_York
Almond,NY,42.3172,-77.8489,1402,53.0701,26.42,America/New_York
Almond,WI,44.2842,-89.3546,2106,92.4012,22.79,America/Chicago
Almont,CO,38.8213,-106.6311,224,432.4342,0.52,America/Denver
Almont,MI,42.9326,-83.0407,6240,33.9335,183.89,America/Detroit
Almont,ND,46.6817,-101.5469,246,158.3018,1.55,America/North_Dakota/New_Salem
Almyra,AR,34.3859,-91.3978,698,92.9308,7.51,America/Chicago
Alna,ME,44.0878,-69.6344,842,24.8166,33.93,America/New_York
Alpaugh,CA,35.8588,-119.4876,1431,82.4645,17.35,America/Los_Angeles
Alpena,AR,36.2503,-93.3303,1762,79.1060,22.27,America/Chicago
Alpena,MI,45.0916,-83.4965,21897,208.2383,105.15,America/Detroit
Alpena,SD,44.2005,-98.3763,620,125.9912,4.92,America/Chicago
Alpha,IL,41.1905,-90.3736,906,26.7029,33.93,America/Chicago
Alpha,KY,36.7824,-85.0275,74,2.0855,35.48,America/Kentucky/Monticello
Alpha,MI,46.0430,-88.3800,146,0.3176,459.70,America/Menominee
Alpha,MN,43.6392,-94.8819,378,45.6083,8.29,America/Chicago
Alpha,OH,39.7115,-84.0221,130,0.0882,1473.92,America/New_York
Alpharetta,GA,34.0868,-84.2596,189192,124.8563,1515.28,America/New_York
Alpine,AL,33.3599,-86.2692,4780,100.3026,47.66,America/Chicago
Alpine,AZ,33.8606,-109.1768,434,98.5696,4.40,America/Phoenix
Alpine,CA,32.8064,-116.7123,18558,95.2830,194.77,America/Los_Angeles
Alpine,NJ,40.9616,-73.9200,1521,5.2764,288.26,America/New_York
Alpine,NY,42.3588,-76.7242,1080,27.0773,39.89,America/New_York
Alpine,TN,36.3724,-85.1662,609,51.1165,11.91,America/Chicago
Alpine,TX,29.8001,-103.2247,7883,2029.0947,3.88,America/Chicago
Alpine,UT,40.4881,-111.7491,10423,31.1241,334.89,America/Denver
Alpine,WY,43.1214,-110.7886,940,259.2399,3.63,America/Denver
Alplaus,NY,42.8530,-73.9080,609,1.0188,597.76,America/New_York
Alsea,OR,44.3557,-123.6269,1297,200.3097,6.47,America/Los_Angeles
Alsen,ND,48.6525,-98.5795,68,131.2747,0.52,America/Chicago
Alsey,IL,39.5588,-90.4349,125,0.2136,585.21,America/Chicago
Alsip,IL,41.6721,-87.7357,22390,7.6132,2940.94,America/Chicago
Alstead,NH,43.1338,-72.3304,2568,56.0175,45.84,America/New_York
Alston,GA,32.0782,-82.4916,69,1.3254,52.06,America/New_York
Alta,CA,39.2274,-120.7663,806,27.2981,29.53,America/Los_Angeles
Alta,IA,42.6979,-95.3199,2876,120.6988,23.83,America/Chicago
Alta,WY,43.8885,-110.9492,382,245.8183,1.55,America/Denver
Altadena,CA,34.1954,-118.1380,37711,8.6181,4375.79,America/Los_Angeles
Altair,TX,29.5550,-96.4282,55,4.5182,12.17,America/Chicago
Altamont,IL,39.0706,-88.7296,4136,80.2471,51.54,America/Chicago
Altamont,KS,37.1614,-95.3153,1485,57.3361,25.90,America/Chicago
Altamont,MO,39.8960,-94.0897,450,17.7292,25.38,America/Chicago
Altamont,NY,42.6983,-74.0318,8036,58.5418,137.27,America/New_York
Altamont,TN,35.4197,-85.7953,1194,45.1966,26.42,America/Chicago
Altamont,UT,40.3514,-110.2754,702,21.8584,32.12,America/Denver
Altamonte Springs,FL,28.6639,-81.3906,59220,14.8777,3980.45,America/New_York
Altavista,VA,37.1494,-79.2298,5007,31.6920,157.99,America/New_York
Alta Vista,IA,43.1877,-92.4595,581,43.9853,13.21,America/Chicago
Alta Vista,KS,38.8576,-96.4415,836,153.7054,5.44,America/Chicago
Altenburg,MO,37.5916,-89.5804,1053,47.8312,22.01,America/Chicago
Altha,FL,30.5299,-85.1821,5256,159.7915,32.89,America/Chicago
Altheimer,AR,34.2821,-91.7795,1020,123.0700,8.29,America/Chicago
